iter	Logloss
326	0.2094274343
327	0.208798342
328	0.2081879904
329	0.20770155
330	0.2073494667
331	0.2068687262
332	0.2065132718
333	0.2060958951
334	0.2055193435
335	0.2050786129
336	0.2047203419
337	0.2043185123
338	0.2039346917
339	0.2035083771
340	0.2030097607
341	0.2025069969
342	0.2018886389
343	0.201300865
344	0.200825048
345	0.2002528878
346	0.1997563118
347	0.1991841516
348	0.1987540223
349	0.1984859289
350	0.1982427641
351	0.197624761
352	0.1971515168
353	0.1966824642
354	0.1963359478
355	0.1957251305
356	0.1953259845
357	0.1948123311
358	0.1944508885
359	0.1940924401
360	0.1936271579
361	0.1931895101
362	0.1927190603
363	0.1922623834
364	0.1918872345
365	0.1913682805
366	0.190931054
367	0.1906040547
368	0.1901311653
369	0.1896566125
370	0.1892711728
371	0.1889023226
372	0.1884806877
373	0.1880999499
374	0.1876359762
375	0.1871988163
376	0.1869061936
377	0.1865561729
378	0.1861055507
379	0.1856019885
380	0.1852876641
381	0.1852322401
382	0.1846628411
383	0.1842938578
384	0.1840642219
385	0.1835920201
386	0.1832206416
387	0.1825980918
388	0.1824038306
389	0.1820458257
390	0.181591666
391	0.1812929553
392	0.180913526
393	0.180528419
394	0.1801592472
395	0.1797322118
396	0.1793321787
397	0.1788411695
398	0.1786331909
399	0.1783880189
400	0.1780719868
401	0.1777110322
402	0.1774407209
403	0.1770896135
404	0.1767985322
405	0.1764780976
406	0.1760636818
407	0.1756082912
408	0.1754051475
409	0.1751050173
410	0.1748828333
411	0.1745241631
412	0.1742254523
413	0.1738883617
414	0.1736503202
415	0.1734000139
416	0.1729645396
417	0.1727526243
418	0.172472976
419	0.1721442467
420	0.1717514437
421	0.1714065463
422	0.1711127924
423	0.1708118749
424	0.1704758932
425	0.1700999016
426	0.169760083
427	0.1693801104
428	0.1691270651
429	0.1687300039
430	0.1684596705
431	0.1680961099
432	0.1677358539
433	0.1673872305
434	0.1670546975
435	0.1667032464
436	0.1663338195
437	0.165983688
438	0.1656684765
439	0.1652143944
440	0.1648191629
441	0.1645273164
442	0.1640478179
443	0.1636666032
444	0.1633965137
445	0.1631782443
446	0.1628539174
447	0.1625666286
448	0.1622010054
449	0.1619520409
450	0.1616296103
451	0.1613812225
452	0.161212278
453	0.1609108836
454	0.1605830525
455	0.1602758918
456	0.1600651187
457	0.1597596989
458	0.1593609743
459	0.1590380558
460	0.1587735997
461	0.1584248099
462	0.1581443631
463	0.1578549895
464	0.1575761396
465	0.1572185117
466	0.1569354035
467	0.1566508315
468	0.1563796886
469	0.1560953162
470	0.1559386475
471	0.1557576157
472	0.1553422795
473	0.1549851617
474	0.1546832905
475	0.1542047234
476	0.1539393358
477	0.1536082334
478	0.1533577165
479	0.1530581186
480	0.1528040975
481	0.1524325526
482	0.1520854041
483	0.1518055117
484	0.1514941038
485	0.1511724605
486	0.1509065406
487	0.1506190744
488	0.150276672
489	0.1500311785
490	0.1496289054
491	0.1493254595
492	0.1490122773
493	0.1487833178
494	0.148451672
495	0.1481139826
496	0.1477908866
497	0.1474974211
498	0.1471555732
499	0.1470109585
500	0.1466880066
501	0.1463495299
502	0.146189113
503	0.1460108868
504	0.1457271687
505	0.1454728703
506	0.1451971143
507	0.1449108789
508	0.1445933608
509	0.144274013
510	0.1440010514
511	0.1438252538
512	0.1435175607
513	0.1432241063
514	0.1430347243
515	0.14282007
516	0.1426147749
517	0.1424754054
518	0.1422837501
519	0.1420088258
520	0.1417536403
521	0.1415739725
522	0.1413168907
523	0.1410468345
524	0.1408157792
525	0.1405646746
526	0.1403865371
527	0.140165329
528	0.1399684285
529	0.1397619247
530	0.1394996643
531	0.1391702142
532	0.139017837
533	0.1387410164
534	0.1384862855
535	0.1382186801
536	0.1379575951
537	0.1376423836
538	0.1374088997
539	0.1371828124
540	0.1370140785
541	0.1367868157
542	0.1366565616
543	0.1363730209
544	0.1361125015
545	0.1359238735
546	0.1357240233
547	0.1354107413
548	0.1351219887
549	0.1348780255
550	0.134630669
551	0.1343783002
552	0.1341141213
553	0.1338285734
554	0.133595023
555	0.1333705769
556	0.1331468627
557	0.13296908
558	0.1326862934
559	0.1324770173
560	0.1322769897
561	0.1320536303
562	0.1318395748
563	0.1316369079
564	0.1313887086
565	0.1312312747
566	0.1310115637
567	0.1308065902
568	0.1305688925
569	0.1303796214
570	0.1301224398
571	0.1299389906
572	0.1296983763
573	0.1294953324
574	0.1292957927
575	0.12911974
576	0.1288133887
577	0.1285845291
578	0.1284193438
579	0.128138897
580	0.1279238546
581	0.1276757218
582	0.1273934897
583	0.1272834733
584	0.1269910945
585	0.1267691989
586	0.1265724426
587	0.1264810008
588	0.1262965424
589	0.1260258985
590	0.1257588586
591	0.125515095
592	0.1253243158
593	0.1252335393
594	0.1250045466
595	0.1247125226
596	0.1244736272
597	0.1243481525
598	0.1242794436
599	0.1241003303
600	0.1238399883
601	0.1235851576
602	0.1233784653
603	0.1231212062
604	0.1228233604
605	0.1226574765
606	0.122482322
607	0.1222414083
608	0.1220376991
609	0.1218584194
610	0.1215944179
611	0.1213621761
612	0.1211140211
613	0.1209375692
614	0.1208522819
615	0.1206899687
616	0.1205097021
617	0.1203114709
618	0.1201813609
619	0.1199547745
620	0.1197493575
621	0.1195841723
622	0.1193648161
623	0.1191989877
624	0.1190140746
625	0.1187949846
626	0.1186326049
627	0.1184328767
628	0.1182046824
629	0.1179589449
630	0.1177761277
631	0.1176103104
632	0.1174358324
633	0.1172295947
634	0.11693797
635	0.1168047883
636	0.1165626437
637	0.1163236485
638	0.1161175107
639	0.1159191464
640	0.1157935608
641	0.1155826768
642	0.1153997155
643	0.115220203
644	0.1150964138
645	0.1148448101
646	0.1146387499
647	0.1144808836
648	0.1142301227
649	0.1140811499
650	0.1138557279
651	0.1137189643
652	0.1134556172
653	0.1133215483
654	0.1130570922
655	0.1129196522
656	0.1127769337
657	0.1125529866
658	0.1124236085
659	0.1122608407
660	0.1121013774
661	0.1118960713
662	0.1117401899
663	0.1114984778
664	0.1113443707
665	0.1111416262
666	0.1109216269
667	0.1107058858
668	0.1105719722
669	0.1103935685
670	0.1102114389
671	0.1100117994
672	0.1098527687
673	0.1097209398
674	0.1095738189
675	0.1094387631
676	0.1092858315
677	0.1091445878
678	0.1090350262
679	0.108851588
680	0.1086816788
681	0.108544272
682	0.1083903534
683	0.1082555638
684	0.1081247551
685	0.1080040821
686	0.1078545659
687	0.1076426173
688	0.1075358169
689	0.1073256093
690	0.1071429364
691	0.1069877979
692	0.1068465765
693	0.1067096577
694	0.1065503165
695	0.1063356067
696	0.1062518164
697	0.1060977315
698	0.1059647272
699	0.1058248254
700	0.1056188983
701	0.1054642256
702	0.1053083331
703	0.1051889131
704	0.1050476806
705	0.1049659751
706	0.1048257295
707	0.1047501675
708	0.1045958719
709	0.1044427184
710	0.1042756813
711	0.1041067146
712	0.1039535168
713	0.1038331985
714	0.1036556044
715	0.103515381
716	0.1034153229
717	0.1032273603
718	0.1030377233
719	0.1029297252
720	0.1028160605
721	0.1025928009
722	0.1024504373
723	0.102312332
724	0.1021357359
725	0.1019564784
726	0.1017457607
727	0.101636066
728	0.1016062914
729	0.1014643492
730	0.1013742713
731	0.1012284589
732	0.1010122521
733	0.1009043538
734	0.100759351
735	0.1006337986
736	0.1005062392
737	0.1004728606
738	0.1003616577
739	0.1002034365
740	0.1000708868
741	0.09995138922
742	0.09983731425
743	0.09970993219
744	0.0995992838
745	0.09941948292
746	0.09931695184
747	0.09919418291
748	0.09914067734
749	0.09902137934
750	0.09889792287
751	0.0987178115
752	0.09854911094
753	0.09835968461
754	0.09825280655
755	0.09807622155
756	0.09791050401
757	0.09779473238
758	0.0976627372
759	0.09747233502
760	0.0973304926
761	0.09715288739
762	0.0969804165
763	0.09686593122
764	0.09669405915
765	0.09657984002
766	0.09648671261
767	0.09636902255
768	0.09622797855
769	0.09610803737
770	0.09593632055
771	0.09577012617
772	0.09560181374
773	0.0954862639
774	0.09538855664
775	0.09522607715
776	0.09510642429
777	0.09496645595
778	0.0948314445
779	0.09470109052
780	0.09457557146
781	0.09440773587
782	0.09423192712
783	0.09414050745
784	0.09400598393
785	0.09387800305
786	0.09376843031
787	0.0936869466
788	0.09353858371
789	0.09340034529
790	0.09330945791
791	0.09318063425
792	0.093016569
793	0.09285387882
794	0.09272555418
795	0.09257885467
796	0.09250859882
797	0.09238599068
798	0.0922407494
799	0.09210267178
800	0.09201380264
801	0.09191846848
802	0.09183011499
803	0.09168827256
804	0.09156717256
805	0.0914223305
806	0.09129457696
807	0.09115728112
808	0.09103524962
809	0.09086733641
810	0.09076897488
811	0.09062028486
812	0.09051621237
813	0.09040441069
814	0.09027509911
815	0.090113102
816	0.08998747205
817	0.08991103394
818	0.08980997219
819	0.08964015162
820	0.08947593112
821	0.08942754879
822	0.08931680613
823	0.08917363854
824	0.08908861737
825	0.08895447088
826	0.08882784289
827	0.08869849804
828	0.0886388823
829	0.08856066992
830	0.08842159981
831	0.08837178696
832	0.08823829473
833	0.08808047272
834	0.08792323844
835	0.08785294378
836	0.08773271982
837	0.08761347726
838	0.08748367221
839	0.08740995651
840	0.08730960447
841	0.0871634317
842	0.08701800191
843	0.08691008146
844	0.08679248011
845	0.08664579724
846	0.08656294401
847	0.08645768498
848	0.08628584618
849	0.08621511348
850	0.0861096493
851	0.08598621501
852	0.08584412863
853	0.08571392991
854	0.08558842193
855	0.08551455653
856	0.08536835049
857	0.08526545902
858	0.08517249795
859	0.08505685385
860	0.08496113711
861	0.08489235057
862	0.08477435556
863	0.08467240112
864	0.08452460932
865	0.08441937247
866	0.08434801323
867	0.08419663962
868	0.08414385485
869	0.08405083279
870	0.0839340964
871	0.0837920821
872	0.08369840023
873	0.08356180856
874	0.08341884059
875	0.08332360622
876	0.08318246243
877	0.0830301185
878	0.08297595312
879	0.08288900242
880	0.08278091564
881	0.08269031658
882	0.08256363314
883	0.08246143474
884	0.08227245198
885	0.0821482858
886	0.08204547195
887	0.08190287546
888	0.08179261518
889	0.08171604955
890	0.08161511532
891	0.08152375665
892	0.08142680346
893	0.08134733244
894	0.08123249786
895	0.08115299358
896	0.08107162631
897	0.08090070237
898	0.08083387308
899	0.08073873853
900	0.08065054029
901	0.08057698538
902	0.08046831087
903	0.08035575512
904	0.08024771823
905	0.08014697807
906	0.08002870027
907	0.07994897975
908	0.07989975464
909	0.07979340886
910	0.07974755487
911	0.07968605951
912	0.07960602849
913	0.07950392435
914	0.07941555422
915	0.07927407775
916	0.07914559231
917	0.07906497911
918	0.07898840793
919	0.07887565812
920	0.07884142011
921	0.0787462301
922	0.07858307417
923	0.07843779963
924	0.07834741127
925	0.07827029672
926	0.07820296842
927	0.07809717711
928	0.07796945128
929	0.07790056495
930	0.07777973109
931	0.07762834083
932	0.07755099341
933	0.07745336932
934	0.07736566455
935	0.07731112214
936	0.07720442705
937	0.07715950456
938	0.07704120459
939	0.07695757511
940	0.07687417851
941	0.07676110711
942	0.07669116175
943	0.07659809534
944	0.07649359038
945	0.07641424135
946	0.076282784
947	0.07620153316
948	0.07612810578
949	0.07600761569
950	0.07593523624
951	0.07583521688
952	0.07570334368
953	0.0756024649
954	0.07551300803
955	0.07539782413
956	0.07528732544
957	0.07520734987
958	0.07507808818
959	0.07502508718
960	0.07491588593
961	0.0747929063
962	0.07469878086
963	0.07458305359
964	0.07451314704
965	0.07439643283
966	0.07428088299
967	0.07413958394
968	0.07402849752
969	0.07394308822
970	0.07382625757
971	0.07376613173
972	0.0737046142
973	0.07359071111
974	0.07349549338
975	0.07343673706
976	0.07335046835
977	0.07328516384
978	0.07318219473
979	0.0730619985
980	0.07295821988
981	0.07287751797
982	0.07279214194
983	0.07269458993
984	0.0725988011
985	0.07248748735
986	0.07242445613
987	0.07235161094
988	0.07226066811
989	0.07220365835
990	0.07215716118
991	0.07204508227
992	0.07191887567
993	0.07183818484
994	0.07173356345
995	0.07167439128
996	0.07158512293
997	0.07152259627
998	0.07138093682
999	0.07126803731
